w lg_w A L psi
1	0	5.050505	14.0667	0
1.995262	0.3	5.207307	14.33226	0
3.981072	0.6	5.941695	15.47821	0
7.943282	0.9	13.54857	22.63787	0
15.84893	1.2	3.307127	10.38902	-180
31.62278	1.5	0.555556	-5.10545	-180
63.09573	1.8	0.12883	-17.7996	-180
125.8925	2.1	0.031748	-29.9656	-180
251.1886	2.4	0.007937	-42.0068	-180
501.1872	2.7	0.001991	-54.0171	-180
1000	3	0.0005	-66.0197	-180
1995.262	3.3	0.000126	-78.0204	-180
3981.072	3.6	3.15E-05	-90.0205	-180
7943.282	3.9	7.92E-06	-102.021	-180
